STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
AL,1975Q1,24784.08154,23544.87747,1239.204077,0.05,0.221856336,2.30E-05
AL,1975Q2,25101.63899,23846.55704,1255.08195,0.05,0.224698972,2.79E-05
AL,1975Q3,25472.2055,24198.59523,1273.610275,0.05,0.228016123,3.66E-05
AL,1975Q4,25903.27025,24608.10674,1295.163512,0.05,0.231874827,4.82E-05
AL,1976Q1,26447.31422,25124.94851,1322.365711,0.05,0.236744873,6.19E-05
AL,1976Q2,27058.90701,25695.52271,1363.384296,0.050385786,0.242219586,7.55E-05
AL,1976Q3,27747.71899,26134.9539,1612.765087,0.058122438,0.248385531,8.95E-05
AL,1976Q4,28531.95325,26653.63882,1878.314433,0.065831961,0.255405656,0.000104399
AL,1977Q1,29394.22484,27217.21241,2177.012436,0.07406259,0.263124337,0.000121121
AL,1977Q2,30305.90933,27803.95839,2501.950938,0.082556537,0.27128534,0.000139554
AL,1977Q3,31232.0387,28387.93747,2844.101236,0.091063579,0.279575648,0.000159121
AL,1977Q4,32123.78981,28944.88162,3178.908191,0.098958068,0.287558217,0.000178478
AL,1978Q1,33016.09088,29468.2755,3547.815385,0.107457161,0.295545709,0.000200306
AL,1978Q2,33972.51192,29977.91369,3994.59823,0.117583246,0.304107175,0.000226398
AL,1978Q3,34999.99097,30524.3578,4475.633164,0.127875266,0.313304721,0.000254576
AL,1978Q4,35986.01357,31151.76487,4834.248697,0.134336878,0.322131167,0.000275878
AL,1979Q1,36896.92316,31886.16207,5010.761089,0.135804307,0.330285234,0.000286605
AL,1979Q2,37707.51009,32707.19296,5000.317134,0.13260799,0.337541256,0.000286777
AL,1979Q3,38429.97862,33567.79208,4862.186541,0.126520667,0.344008481,0.000279543
AL,1979Q4,39064.25167,34424.56132,4639.690347,0.118770747,0.349686218,0.000267345
AL,1980Q1,39592.61676,35238.99023,4353.626537,0.109960566,0.354415913,0.000251253
AL,1980Q2,40192.66,36005.78927,4186.870728,0.104170033,0.359787239,0.000242093
AL,1980Q3,40851.71049,36720.34838,4131.362113,0.101130701,0.365686773,0.000239335
AL,1980Q4,41428.17336,37379.42906,4048.744305,0.09772925,0.370847018,0.000234984
AL,1981Q1,41923.33758,37990.01531,3933.322266,0.093821783,0.375279513,0.000228875
AL,1981Q2,42377.52979,38577.40988,3800.119913,0.089672993,0.379345245,0.000221446
AL,1981Q3,42750.66658,39184.32619,3566.340385,0.083421866,0.382685403,0.000208051
AL,1981Q4,43025.03915,39850.56304,3174.476113,0.073782062,0.385141467,0.000185323
AL,1982Q1,43326.55601,40598.3434,2728.212615,0.062968601,0.387840515,0.000159306
AL,1982Q2,43738.23953,41371.81304,2366.426498,0.054104292,0.391525728,0.000138203
AL,1982Q3,44314.27824,42098.56432,2215.713912,0.05,0.396682176,0.000129409
AL,1982Q4,45054.60953,42801.87905,2252.730476,0.05,0.4033093,0.000137225
AL,1983Q1,45820.67405,43529.64035,2291.033702,0.05,0.410166777,0.000157546
AL,1983Q2,46584.50379,44255.2786,2329.22519,0.05,0.417004249,0.000190663
AL,1983Q3,47367.17504,44998.81629,2368.358752,0.05,0.424010382,0.000240608
AL,1983Q4,48162.21128,45754.10072,2408.110564,0.05,0.431127202,0.000310795
AL,1984Q1,48991.91398,46542.31828,2449.595699,0.05,0.43855434,0.000408142
AL,1984Q2,49735.50549,47248.73022,2486.775275,0.05,0.445210648,0.000518133
AL,1984Q3,50417.42982,47896.55833,2520.871491,0.05,0.451314939,0.000634747
AL,1984Q4,51031.59791,48480.01802,2551.579896,0.05,0.456812705,0.000740605
AL,1985Q1,51697.03498,49112.18323,2584.851749,0.05,0.462769408,0.000850659
AL,1985Q2,52485.03807,49860.78616,2624.251903,0.05,0.46982327,0.000994248
AL,1985Q3,53375.3108,50706.54526,2668.76554,0.05,0.477792605,0.001188236
AL,1985Q4,54327.75527,51611.36751,2716.387764,0.05,0.486318474,0.001449629
AL,1986Q1,55337.34098,52570.47393,2766.867049,0.05,0.495355847,0.001816755
AL,1986Q2,56396.08672,53576.28239,2819.804336,0.05,0.504833279,0.00232617
AL,1986Q3,57465.13649,54591.87967,2873.256825,0.05,0.514402948,0.002994153
AL,1986Q4,58499.59323,55574.61357,2924.979661,0.05,0.523662956,0.003810967
AL,1987Q1,59450.28846,56477.77404,2972.514423,0.05,0.532173167,0.004717723
AL,1987Q2,60285.49982,57271.22483,3014.274991,0.05,0.539649616,0.005629066
AL,1987Q3,61009.58429,57959.10508,3050.479215,0.05,0.546131306,0.006481158
AL,1987Q4,61662.34499,58579.22774,3083.117249,0.05,0.551974536,0.007283492
AL,1988Q1,62297.44836,59182.57595,3114.872418,0.05,0.557659706,0.008114997
AL,1988Q2,62862.54902,59719.42157,3143.127451,0.05,0.562718242,0.008816843
AL,1988Q3,63354.58525,60186.85599,3167.729262,0.05,0.567122736,0.009325322
AL,1988Q4,63831.35709,60639.78924,3191.567855,0.05,0.571390591,0.00976105
AL,1989Q1,64371.49242,61152.9178,3218.574621,0.05,0.576225648,0.010355581
AL,1989Q2,64998.88936,61748.94489,3249.944468,0.05,0.581841833,0.011247357
AL,1989Q3,65674.93625,62391.18944,3283.746812,0.05,0.587893511,0.012421523
AL,1989Q4,66332.68387,63016.04967,3316.634193,0.05,0.593781382,0.013753406
AL,1990Q1,66950.1917,63602.68212,3347.509585,0.05,0.599309044,0.015222051
AL,1990Q2,67566.27,64187.9565,3378.3135,0.05,0.604823909,0.01695717
AL,1990Q3,68127.3869,64721.01756,3406.369345,0.05,0.609846784,0.018631312
AL,1990Q4,68740.00568,65303.0054,3437.000284,0.05,0.615330681,0.020656926
AL,1991Q1,69439.54452,65967.5673,3471.977226,0.05,0.621592649,0.023229936
AL,1991Q2,70225.74001,66714.45301,3511.287,0.05,0.62863033,0.026570417
AL,1991Q3,71080.67127,67526.63771,3554.033564,0.05,0.636283303,0.030923723
AL,1991Q4,71999.53003,68399.55353,3599.976502,0.05,0.644508528,0.036748973
AL,1992Q1,72983.98769,69334.78831,3649.199385,0.05,0.653320965,0.044674346
AL,1992Q2,74026.68278,70325.34864,3701.334139,0.05,0.662654719,0.054993868
AL,1992Q3,75150.89363,71393.34895,3757.544681,0.05,0.672718166,0.068123577
AL,1992Q4,76325.80648,72509.51615,3816.290324,0.05,0.683235476,0.083419614
AL,1993Q1,77519.91988,73643.92388,3875.995994,0.05,0.693924661,0.099571261
AL,1993Q2,78729.03389,74792.58219,3936.451694,0.05,0.704748124,0.116844782
AL,1993Q3,79962.74157,75964.60449,3998.137078,0.05,0.71579174,0.136930398
AL,1993Q4,81198.90515,77138.95989,4059.945258,0.05,0.726857339,0.161643641
AL,1994Q1,82415.67635,78294.89253,4120.783817,0.05,0.737749347,0.192971429
AL,1994Q2,83592.10099,79235.61661,4356.484384,0.052115981,0.748280189,0.229825775
AL,1994Q3,84708.56119,79654.85289,5053.708302,0.059659947,0.758274256,0.266794345
AL,1994Q4,85789.31355,80168.11998,5621.193565,0.065523237,0.767948682,0.297057469
AL,1995Q1,86858.87396,80825.59649,6033.277469,0.069460692,0.777522922,0.319537786
AL,1995Q2,87945.15978,81578.11774,6367.042043,0.072397868,0.787246881,0.337630189
AL,1995Q3,89070.46396,82367.56994,6702.894024,0.075253835,0.797320116,0.355834619
AL,1995Q4,90221.94366,83132.35913,7089.584531,0.078579382,0.807627662,0.376729325
AL,1996Q1,91395.55029,83815.24126,7580.309032,0.082939585,0.818133279,0.402813089
AL,1996Q2,92568.81585,84411.88407,8156.931777,0.088117491,0.828635843,0.433884747
AL,1996Q3,93706.73682,84910.76173,8795.975091,0.093867051,0.838822017,0.468426059
AL,1996Q4,94808.37825,85305.10912,9503.269135,0.100236596,0.848683433,0.506784176
AL,1997Q1,95868.25252,85605.26985,10262.98267,0.107052986,0.858170967,0.548181289
AL,1997Q2,96901.76964,85892.93673,11008.83292,0.113608172,0.867422564,0.589047387
AL,1997Q3,97963.95389,86265.84567,11698.10822,0.119412373,0.876930776,0.627132457
AL,1997Q4,99075.80129,86821.9432,12253.8581,0.123681645,0.886883551,0.658298396
AL,1998Q1,100276.0727,87633.61735,12642.45538,0.126076491,0.897627859,0.681303786
AL,1998Q2,101563.8901,88587.08139,12976.80872,0.127769906,0.909155841,0.700741635
AL,1998Q3,102909.6849,89570.0889,13339.596,0.129624301,0.921202812,0.721639918
AL,1998Q4,104268.3552,90459.13315,13809.22205,0.132439243,0.933365039,0.748243434
AL,1999Q1,105595.4234,91162.58185,14432.84157,0.13668056,0.945244377,0.78316209
AL,1999Q2,106887.218,91702.75126,15184.46678,0.142060642,0.956807962,0.824900931
AL,1999Q3,108149.3548,92138.05812,16011.29666,0.148048009,0.968106062,0.870614039
AL,1999Q4,109385.3766,92525.11103,16860.26552,0.154136376,0.979170392,0.917383898
AL,2000Q1,110576.3345,92878.47905,17697.85549,0.160051023,0.989831331,0.961422683
AL,2000Q2,111712.3,93321.66893,18390.63107,0.164624943,1,1
AL,2000Q3,112819.5341,93847.40307,18972.13102,0.168163529,1.009911479,1.033167702
AL,2000Q4,113941.9888,94485.12341,19456.86538,0.170761153,1.019959206,1.061742241
AL,2001Q1,115114.7969,95311.25148,19803.54541,0.172033014,1.030457675,1.086554596
AL,2001Q2,116336.3111,96164.06345,20172.24762,0.173395971,1.041392139,1.109050441
AL,2001Q3,117598.6487,97065.43533,20533.21338,0.174604161,1.052692038,1.130553376
AL,2001Q4,118913.8778,97980.48367,20933.39418,0.176038277,1.064465398,1.153607574
AL,2002Q1,120296.086,98821.85156,21474.23444,0.178511497,1.076838325,1.181309499
AL,2002Q2,121755.5554,99629.48181,22126.07362,0.181725372,1.089902861,1.217830135
AL,2002Q3,123308.8768,100281.5564,23027.3204,0.186745034,1.10380752,1.268443095
AL,2002Q4,124959.423,100701.3608,24258.06224,0.194127515,1.118582493,1.337646114
AL,2003Q1,126668.0243,100911.0823,25756.94194,0.203342099,1.133877149,1.423529809
AL,2003Q2,128440.2817,101136.8446,27303.43708,0.212576901,1.149741628,1.51081161
AL,2003Q3,130276.941,101765.8723,28511.06864,0.218849694,1.166182605,1.579320955
AL,2003Q4,132180.1045,103159.949,29020.15551,0.219550103,1.183218898,1.609015044
AL,2004Q1,134247.4921,105521.5964,28725.89567,0.213977149,1.201725254,1.593033804
AL,2004Q2,136569.2272,108530.3942,28038.83301,0.205308572,1.222508418,1.556295473
AL,2004Q3,139172.4965,111668.8573,27503.63923,0.197622662,1.245811755,1.52807083
AL,2004Q4,142034.1771,114435.3924,27598.78476,0.194310872,1.271428277,1.535001917
AL,2005Q1,145178.4071,116480.0275,28698.37958,0.197676639,1.299574059,1.597749441
AL,2005Q2,148606.9226,118097.1295,30509.79313,0.205305329,1.330264641,1.700950552
AL,2005Q3,152310.2312,119719.2184,32591.01276,0.21397783,1.363415051,1.819846712
AL,2005Q4,156196.1076,121783.3744,34412.7332,0.220317482,1.39819973,1.92494853
AL,2006Q1,160082.8573,124571.4141,35511.44326,0.221831643,1.432992225,1.990882191
AL,2006Q2,163778.0073,127684.2289,36093.77839,0.220382327,1.466069603,2.027485537
AL,2006Q3,167140.4795,130588.6183,36551.86124,0.21868946,1.496168994,2.057316117
AL,2006Q4,170067.2326,132743.4388,37323.79375,0.219464933,1.522368017,2.105073047
AL,2007Q1,172456.4494,133836.7843,38619.66514,0.223938654,1.543755248,2.183976166
AL,2007Q2,174222.9916,134313.0253,39909.96628,0.22907405,1.559568567,2.26135468
AL,2007Q3,175289.6654,134896.2015,40393.4639,0.230438365,1.569116967,2.292806727
AL,2007Q4,175691.6997,136289.4057,39402.29394,0.224269524,1.572715804,2.240067002
AL,2008Q1,175509.8871,138940.9228,36568.96427,0.208358429,1.571088296,2.082165121
AL,2008Q2,174909.5712,142223.2137,32686.35751,0.186875751,1.565714529,1.863128399
AL,2008Q3,174100.808,145271.222,28829.58591,0.165591339,1.558474832,1.644668889
AL,2008Q4,173294.0113,147212.8515,26081.15981,0.150502372,1.551252739,1.488785708
AL,2009Q1,172549.7923,147444.709,25105.08326,0.145494717,1.544590813,1.433410488
AL,2009Q2,171734.0802,146471.0954,25262.98483,0.14710525,1.537288913,1.442812482
AL,2009Q3,170753.4079,145055.2154,25698.19251,0.150498856,1.52851036,1.467850551
AL,2009Q4,169554.9585,143964.5712,25590.38727,0.1509268,1.517782361,1.46166154
AL,2010Q1,167815.8909,143760.6061,24055.28478,0.143343307,1.502214983,1.371828396
AL,2010Q2,165802.1383,144426.5321,21375.6062,0.12892238,1.484188745,1.219315739
AL,2010Q3,163758.8246,145654.9722,18103.85244,0.11055192,1.465897888,1.033289796
AL,2010Q4,161896.8074,147172.3091,14724.4983,0.090949899,1.449229918,0.841081011
AL,2011Q1,160572.5364,148751.3332,11821.20321,0.073619085,1.43737562,0.67634543
AL,2011Q2,160045.5919,150281.0483,9764.543572,0.061011012,1.432658641,0.558976436
AL,2011Q3,160369.8968,151719.7202,8650.176564,0.053938905,1.435561677,0.495352002
AL,2011Q4,161406.6651,153015.8565,8390.808603,0.051985515,1.444842378,0.480632354
AL,2012Q1,162965.04,154140.9805,8824.059565,0.054146948,1.458792273,0.505547906
AL,2012Q2,164767.2867,155167.7637,9599.523002,0.058261098,1.474925203,0.550192574
AL,2012Q3,166630.9751,156189.8112,10441.1639,0.062660402,1.491608132,0.598711141
AL,2012Q4,168627.6406,157301.6325,11326.00806,0.067165786,1.509481414,0.649795747
AL,2013Q1,170683.1824,158574.0947,12109.08766,0.07094482,1.527881732,0.695124565
AL,2013Q2,172782.4128,159984.7614,12797.65135,0.074068021,1.546673131,0.735101475
AL,2013Q3,174873.9776,161487.866,13386.11157,0.07654719,1.565395911,0.769392212
AL,2013Q4,176896.3647,163037.6308,13858.73383,0.078343802,1.583499442,0.797076699
AL,2014Q1,178892.9317,166016.9132,12876.01849,0.071976116,1.601371843,0.740968559
AL,2014Q2,180962.2931,166086.1301,14876.16305,0.082205872,1.619895868,0.856680486
AL,2014Q3,183210.4884,169511.5207,13698.96771,0.074771744,1.640020735,0.78935046
AL,2014Q4,185571.7979,172845.2866,12726.51127,0.068579986,1.661158153,0.733693596
AL,2015Q1,187849.4881,172904.6263,14944.86186,0.07955764,1.681547047,0.862179548
AL,2015Q2,190092.3889,171133.2172,18959.17168,0.099736616,1.70162452,1.094711025
AL,2015Q3,192154.8714,171944.965,20209.90641,0.105175093,1.720086968,1.167926653
AL,2015Q4,194063.2225,173452.0643,20611.15826,0.106208472,1.737169699,1.192126511
AL,2016Q1,195946.2054,175060.5534,20885.65205,0.106588704,1.754025344,1.209029246
AK,1975Q1,53765.45292,39547.53766,14217.91526,0.264443327,0.353869315,0.065998364
AK,1975Q2,55530.81659,40933.19054,14597.62605,0.262874327,0.36548845,0.069044675
AK,1975Q3,57322.20132,42470.35494,14851.84638,0.259094139,0.377278848,0.071422752
AK,1975Q4,59078.80752,44034.34768,15044.45983,0.254650702,0.388840343,0.073411252
AK,1976Q1,60772.02187,45540.48497,15231.5369,0.250634032,0.399984611,0.075382871
AK,1976Q2,62357.40804,46902.20242,15455.20562,0.24784875,0.410419184,0.077282698
AK,1976Q3,63840.68615,48126.21065,15714.4755,0.246151419,0.420181709,0.079211582
AK,1976Q4,65254.66434,49197.29465,16057.36969,0.246072367,0.429488122,0.081408965
AK,1977Q1,66586.22969,50007.39662,16578.83307,0.248982908,0.438252116,0.083816277
AK,1977Q2,67768.02691,50860.37543,16907.65148,0.249493046,0.446030378,0.085816393
AK,1977Q3,69123.69712,51719.68693,17404.0102,0.251780662,0.454953024,0.088717059
AK,1977Q4,70687.94217,52653.45199,18034.49019,0.255128239,0.465248451,0.092361973
AK,1978Q1,72622.33623,53774.14126,18848.19497,0.259537161,0.477980097,0.097269513
AK,1978Q2,74981.32182,55006.96479,19974.35703,0.266391103,0.493506287,0.103536378
AK,1978Q3,77392.00146,56432.73208,20959.26938,0.270819581,0.509372712,0.109049269
AK,1978Q4,79656.58185,58083.73556,21572.8463,0.270823149,0.524277553,0.112587573
AK,1979Q1,81622.66246,59913.13802,21709.52444,0.265974226,0.537217751,0.113413436
AK,1979Q2,82957.05122,61781.78764,21175.26358,0.255255741,0.546000328,0.110875918
AK,1979Q3,83185.74547,63398.77718,19786.9683,0.237864891,0.54750553,0.103831145
AK,1979Q4,82430.13228,64503.53607,17926.59621,0.217476252,0.542532293,0.094260076
AK,1980Q1,81066.91676,64874.36284,16192.55393,0.199743059,0.533559987,0.085004653
AK,1980Q2,79813.69,64860.24082,14953.44918,0.18735444,0.525311595,0.078747648
AK,1980Q3,80332.32773,64718.52309,15613.80465,0.194365146,0.528725125,0.082593232
AK,1980Q4,83683.26005,64776.90651,18906.35354,0.225927545,0.550780033,0.100602469
AK,1981Q1,89274.98604,65288.08362,23986.90242,0.268685591,0.587583225,0.128511255
AK,1981Q2,96559.77185,66283.27841,30276.49343,0.313551833,0.635529666,0.163668548
AK,1981Q3,104374.3145,67676.07145,36698.24303,0.351602243,0.686962821,0.200464395
AK,1981Q4,111767.3777,69381.8646,42385.5131,0.379229736,0.735621915,0.234279859
AK,1982Q1,117928.0634,71439.22981,46488.83363,0.394213491,0.776169842,0.261006024
AK,1982Q2,122609.9074,73547.47291,49062.43448,0.400150653,0.806984441,0.279125071
AK,1982Q3,126214.3461,75831.70541,50382.64065,0.399183153,0.830707858,0.290506986
AK,1982Q4,128845.2276,78298.08301,50547.14461,0.392309017,0.848023592,0.295438296
AK,1983Q1,130936.695,81067.252,49869.44303,0.380866823,0.861789051,0.29634657
AK,1983Q2,132916.1332,83641.8773,49274.25588,0.370716893,0.874817164,0.296521457
AK,1983Q3,134944.7264,85986.27692,48958.44948,0.362803726,0.888168803,0.298076019
AK,1983Q4,136877.3313,87914.08264,48963.24867,0.357716272,0.900888673,0.301337132
AK,1984Q1,138563.4633,89278.2058,49285.25754,0.355687252,0.911986327,0.306260552
AK,1984Q2,139791.2285,90215.71438,49575.51409,0.354639663,0.920067137,0.310951232
AK,1984Q3,140480.7436,90868.2028,49612.54077,0.353162572,0.924605334,0.313900491
AK,1984Q4,140404.8039,91393.72666,49011.07722,0.349069803,0.92410552,0.312610294
AK,1985Q1,139735.0802,91929.96751,47805.11272,0.342112465,0.919697584,0.307240956
AK,1985Q2,138908.9086,92484.96428,46423.94437,0.334204227,0.914259952,0.300416107
AK,1985Q3,138047.538,93056.17977,44991.35818,0.325912065,0.908590649,0.292968236
AK,1985Q4,137095.9285,93635.36228,43460.56618,0.317008438,0.902327419,0.284600705
AK,1986Q1,135973.403,94311.80713,41661.59584,0.306395184,0.894939267,0.274842466
AK,1986Q2,134352.9546,94846.02029,39506.93427,0.294053334,0.884273924,0.261548813
AK,1986Q3,131868.7828,95334.27597,36534.5068,0.277051976,0.867923794,0.242362262
AK,1986Q4,128526.7574,95778.30091,32748.4565,0.254798745,0.845927509,0.217366758
AK,1987Q1,124554.0032,96027.7587,28526.24453,0.229027119,0.819779942,0.188139861
AK,1987Q2,120441.6998,96451.91739,23989.78244,0.199181699,0.7927139,0.158195636
AK,1987Q3,117057.9357,96882.84744,20175.0883,0.172351308,0.770442902,0.133114096
AK,1987Q4,115229.7016,97310.10107,17919.60054,0.155511993,0.758409972,0.118376941
AK,1988Q1,115278.6795,97753.9852,17524.69431,0.152020256,0.758732331,0.116133124
AK,1988Q2,116140.7636,98176.78796,17963.97564,0.154674165,0.764406329,0.119291919
AK,1988Q3,116956.8326,98617.82756,18339.00509,0.156801485,0.76977747,0.122058598
AK,1988Q4,116486.5042,99090.46941,17396.03479,0.149339487,0.766681898,0.116060844
AK,1989Q1,114139.1004,99616.22408,14522.87627,0.127238398,0.751231936,0.097247729
AK,1989Q2,110590.8061,100130.0835,10460.72255,0.094589441,0.727878046,0.070167259
AK,1989Q3,107681.7122,100630.2326,7051.479557,0.065484467,0.708731196,0.047342122
AK,1989Q4,106418.8976,101097.9527,5320.944879,0.05,0.700419701,0.035734351
AK,1990Q1,107277.431,101913.5594,5363.87155,0.05,0.70607033,0.038704272
AK,1990Q2,110159.3,104651.335,5507.965,0.05,0.725037993,0.056911881
AK,1990Q3,113453.7024,107781.0172,5672.685118,0.05,0.746720837,0.087853638
AK,1990Q4,116642.1557,110810.0479,5832.107787,0.05,0.767706353,0.133630942
AK,1991Q1,119398.6423,113428.7102,5969.932116,0.05,0.785848784,0.192887786
AK,1991Q2,121480.6299,115406.5984,6074.031496,0.05,0.79955185,0.254442981
AK,1991Q3,122949.0327,116269.39,6679.642733,0.05432855,0.80921647,0.304547169
AK,1991Q4,123941.2814,116740.5942,7200.687149,0.058097569,0.815747176,0.328941791
AK,1992Q1,124615.5153,117458.1278,7157.387413,0.057435765,0.820184797,0.328045589
AK,1992Q2,125142.2011,118301.4952,6840.705881,0.054663461,0.823651297,0.31392983
AK,1992Q3,125624.3634,119148.1337,6476.229614,0.051552338,0.826824755,0.297408617
AK,1992Q4,126175.3894,119866.62,6308.769471,0.05,0.830451456,0.289814586
AK,1993Q1,126902.5353,120557.4085,6345.126763,0.05,0.835237329,0.300146418
AK,1993Q2,127831.9476,121440.3503,6391.597382,0.05,0.841354464,0.326138934
AK,1993Q3,128889.857,122445.3642,6444.492851,0.05,0.84831733,0.359972961
AK,1993Q4,129964.9776,123166.0431,6798.934546,0.05231359,0.855393476,0.389425662
AK,1994Q1,130899.6077,123959.7339,6939.87375,0.053016765,0.861544952,0.397473676
AK,1994Q2,131732.9024,124920.569,6812.333353,0.051713226,0.867029467,0.390231064
AK,1994Q3,132579.5791,125923.788,6655.791131,0.050202235,0.872602059,0.381335323
AK,1994Q4,133522.2313,126846.1197,6676.111563,0.05,0.878806334,0.382588938
AK,1995Q1,134649.6819,127917.1978,6732.484097,0.05,0.886226902,0.404544621
AK,1995Q2,135858.7206,129065.7846,6792.936029,0.05,0.894184459,0.441931352
AK,1995Q3,137067.3066,130213.9412,6853.365328,0.05,0.902139037,0.489637692
AK,1995Q4,138219.2374,131308.2755,6910.961871,0.05,0.909720727,0.542698002
AK,1996Q1,139289.346,132324.8787,6964.467302,0.05,0.916763886,0.596662393
AK,1996Q2,140206.1331,133195.8265,7010.306657,0.05,0.922797924,0.643318704
AK,1996Q3,141035.6249,133983.8437,7051.781245,0.05,0.928257409,0.685392129
AK,1996Q4,141826.6511,134735.3185,7091.332554,0.05,0.933463724,0.725378003
AK,1997Q1,142517.4224,135391.5513,7125.871121,0.05,0.93801019,0.755448788
AK,1997Q2,143172.8087,136014.1683,7158.640437,0.05,0.942323761,0.7807546
AK,1997Q3,143862.25,136669.1375,7193.112501,0.05,0.946861473,0.808175316
AK,1997Q4,144632.2357,137400.6239,7231.611786,0.05,0.951929305,0.842889577
AK,1998Q1,145506.4017,138231.0817,7275.320087,0.05,0.957682824,0.888328319
AK,1998Q2,146495.552,139170.7744,7324.777601,0.05,0.964193137,0.947802514
AK,1998Q3,147485.8764,139802.3222,7683.554213,0.052096881,0.970711178,1.009596446
AK,1998Q4,148379.0762,140322.0954,8056.980727,0.054299979,0.976589971,1.059306599
AK,1999Q1,149080.8829,140842.3393,8238.543686,0.055262241,0.981209069,1.08385865
AK,1999Q2,149578.3396,141383.4398,8194.899879,0.054786675,0.984483191,1.078581401
AK,1999Q3,149939.4507,141974.034,7965.416735,0.053124222,0.986859924,1.048674459
AK,1999Q4,150319.2163,142642.5864,7676.629909,0.051068853,0.989359436,1.010809312
AK,2000Q1,150974.3359,143415.0707,7559.265198,0.050069869,0.993671251,0.994837957
AK,2000Q2,151935.9,144339.105,7596.795,0.05,1,1
AK,2000Q3,153197.5958,145449.2622,7748.333557,0.050577384,1.008304132,1.020370067
AK,2000Q4,154782.0108,146784.7826,7997.228214,0.051667685,1.018732313,1.053844228
AK,2001Q1,156707.4918,148365.3732,8342.118518,0.053233693,1.031405295,1.101244078
AK,2001Q2,158852.458,150082.5849,8769.873047,0.055207664,1.045522868,1.158913651
AK,2001Q3,161104.8712,151823.1534,9281.717767,0.057612893,1.060347628,1.227867042
AK,2001Q4,163387.0056,153467.3851,9919.620484,0.06071242,1.075368004,1.313692078
AK,2002Q1,165652.6257,154901.0337,10751.59196,0.064904446,1.090279688,1.424752715
AK,2002Q2,167974.0125,156071.1471,11902.86538,0.070861351,1.105558413,1.579415284
AK,2002Q3,170367.1602,156918.4259,13448.73423,0.07893971,1.121309448,1.787376758
AK,2002Q4,172813.8836,157388.9587,15424.92488,0.08925744,1.137413104,2.053831661
AK,2003Q1,175431.0989,157534.5985,17896.50045,0.102014412,1.15463889,2.388403321
AK,2003Q2,178309.5285,157805.0891,20504.43943,0.114993515,1.173583916,2.742693688
AK,2003Q3,181559.1766,158761.2763,22797.90022,0.125567325,1.194972199,3.05666613
AK,2003Q4,185255.0007,160959.9276,24295.07309,0.131143953,1.21929709,3.265118183
AK,2004Q1,189271.0656,164743.6472,24527.41841,0.129588843,1.245729716,3.305144285
AK,2004Q2,193557.8859,169538.6184,24019.26758,0.124093459,1.27394438,3.243402348
AK,2004Q3,198178.925,174580.9251,23597.99986,0.119074215,1.304358779,3.192538158
AK,2004Q4,203028.417,179098.7137,23929.70333,0.117863813,1.336276792,3.243081507
AK,2005Q1,207990.5293,182517.9958,25472.53348,0.12246968,1.36893604,3.456694542
AK,2005Q2,212920.9764,185120.7675,27800.20886,0.130565853,1.401386877,3.779043849
AK,2005Q3,217687.1948,187364.7214,30322.47335,0.139293785,1.432756806,4.129147454
AK,2005Q4,222055.8024,189714.9783,32340.82416,0.145642779,1.461509771,4.41177781
AK,2006Q1,225891.2027,192488.6229,33402.57974,0.147870211,1.486753313,4.564703921
AK,2006Q2,229100.2298,195408.1674,33692.06247,0.147062543,1.50787424,4.612179051
AK,2006Q3,231644.4565,198051.1672,33593.2893,0.145020907,1.524619636,4.606425943
AK,2006Q4,233556.6462,199995.1298,33561.51646,0.143697544,1.537205139,4.609758056
AK,2007Q1,234838.6359,201008.8205,33829.81539,0.144055578,1.54564284,4.655352159
AK,2007Q2,235383.2159,201569.7682,33813.44776,0.143652756,1.549227114,4.660367759
AK,2007Q3,235144.0858,202363.2112,32780.87462,0.139407608,1.547653226,4.524523533
AK,2007Q4,234380.3877,204067.4166,30312.97108,0.12933237,1.542626777,4.189216122
AK,2008Q1,233443.2366,207073.0766,26370.15993,0.112961765,1.536458708,3.646696862
AK,2008Q2,232547.3148,210699.4989,21847.81592,0.093949981,1.530561999,3.024304515
AK,2008Q3,231524.4923,213951.016,17573.47624,0.075903314,1.523830064,2.434639089
AK,2008Q4,230278.4283,215844.8149,14433.61342,0.062678964,1.515628817,2.000899185
AK,2009Q1,228595.9351,215733.3726,12862.56256,0.056267678,1.504555113,1.784367963
AK,2009Q2,226596.7357,214286.2608,12310.47486,0.05432768,1.491396936,1.708535825
AK,2009Q3,224963.6056,212512.1073,12451.4983,0.055348945,1.480648126,1.728878858
AK,2009Q4,224080.6352,211415.6404,12664.9948,0.056519809,1.47483666,1.759274526
AK,2010Q1,223977.8603,211747.0363,12230.82408,0.05460729,1.474160224,1.69877337
AK,2010Q2,224510.563,213281.5148,11229.04823,0.050015679,1.477666325,1.560065864
AK,2010Q3,225255.9893,213993.1899,11262.79947,0.05,1.482572515,1.351629591
AK,2010Q4,225874.3779,214580.659,11293.7189,0.05,1.486642577,1.130847721
AK,2011Q1,226315.0766,214999.3228,11315.75383,0.05,1.489543134,0.948871083
AK,2011Q2,226400.3986,215080.3787,11320.01993,0.05,1.490104699,0.793052844
AK,2011Q3,226244.27,214932.0565,11312.2135,0.05,1.489077104,0.670923697
AK,2011Q4,226027.9349,214726.5382,11301.39675,0.05,1.487653247,0.587456233
AK,2012Q1,226057.1466,214754.2893,11302.85733,0.05,1.48784551,0.547568989
AK,2012Q2,226635.0443,215303.2921,11331.75221,0.05,1.491649072,0.548258773
