STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
NJ,2016Q1,359278.7743,222072.6908,137206.0835,0.381893096,1.609444068,1.338661682
NM,1975Q1,26064.2342,24761.02249,1303.21171,0.05,0.191749308,3.73E-05
NM,1975Q2,26572.79367,25244.15398,1328.639683,0.05,0.195490678,4.55E-05
NM,1975Q3,27070.89906,25717.35411,1353.544953,0.05,0.199155138,5.72E-05
NM,1975Q4,27631.93836,26250.34144,1381.596918,0.05,0.203282591,7.25E-05
NM,1976Q1,28381.94846,26962.85103,1419.097423,0.05,0.208800264,9.44E-05
NM,1976Q2,29304.80966,27839.56918,1465.240483,0.05,0.215589568,0.000124771
NM,1976Q3,30370.0866,28851.58227,1518.50433,0.05,0.223426595,0.000165915
NM,1976Q4,31544.8828,29967.63866,1577.24414,0.05,0.232069333,0.000220404
NM,1977Q1,32798.34987,31158.43238,1639.917494,0.05,0.241290838,0.000291046
NM,1977Q2,34053.61539,32350.93462,1702.680769,0.05,0.250525573,0.000372371
NM,1977Q3,35315.21572,33549.45494,1765.760786,0.05,0.259806911,0.000468686
NM,1977Q4,36576.58283,34747.75369,1828.829142,0.05,0.269086535,0.000585768
NM,1978Q1,37863.62848,35970.44705,1893.181424,0.05,0.27855507,0.000741592
NM,1978Q2,39243.29083,37281.12629,1962.164541,0.05,0.288704967,0.000972802
NM,1978Q3,40760.78811,38722.7487,2038.039405,0.05,0.299868888,0.001330961
NM,1978Q4,42394.81354,40275.07286,2119.740677,0.05,0.311890083,0.001863459
NM,1979Q1,44086.7417,41882.40461,2204.337085,0.05,0.324337257,0.002598507
NM,1979Q2,45714.4738,43428.75011,2285.72369,0.05,0.336312153,0.003469923
NM,1979Q3,47206.99661,44846.64678,2360.34983,0.05,0.347292342,0.004354612
NM,1979Q4,48561.88241,46133.78829,2428.09412,0.05,0.357259964,0.005160626
NM,1980Q1,49827.22497,47335.86372,2491.361249,0.05,0.366568833,0.00591287
NM,1980Q2,51062.22,48509.109,2553.111,0.05,0.375654442,0.006746748
NM,1980Q3,52477.39437,49853.52465,2623.869718,0.05,0.386065594,0.00828241
NM,1980Q4,54157.16251,51449.30438,2707.858125,0.05,0.398423309,0.011167796
NM,1981Q1,56088.7788,53284.33986,2804.43894,0.05,0.412633821,0.016260537
NM,1981Q2,58310.54769,55395.0203,2915.527384,0.05,0.428978926,0.025073172
NM,1981Q3,60611.13777,56951.1138,3660.023977,0.060385337,0.445903902,0.03794026
NM,1981Q4,62844.74095,57960.32803,4884.412923,0.077721904,0.46233607,0.050765563
NM,1982Q1,64892.59286,59213.49377,5679.099088,0.087515367,0.477401703,0.059222711
NM,1982Q2,66621.5336,60600.29468,6021.23892,0.090379771,0.490121171,0.062965165
NM,1982Q3,67898.92801,61979.11835,5919.809664,0.087185613,0.499518704,0.062057026
NM,1982Q4,68621.05498,63206.58735,5414.467627,0.078903882,0.504831246,0.056873885
NM,1983Q1,68969.66993,64166.8998,4802.77013,0.069635974,0.507395936,0.050492192
NM,1983Q2,68996.05335,64871.73631,4124.317036,0.05977613,0.507590033,0.043411307
NM,1983Q3,69000.54031,65352.00299,3648.537315,0.052876938,0.507623043,0.038435874
NM,1983Q4,69097.14342,65642.28625,3454.857171,0.05,0.508333732,0.036420003
NM,1984Q1,69302.48835,65837.36394,3465.124418,0.05,0.509844414,0.037064891
NM,1984Q2,69680.7725,66196.73387,3484.038625,0.05,0.512627374,0.040111282
NM,1984Q3,70291.41643,66776.84561,3514.570822,0.05,0.517119758,0.04543418
NM,1984Q4,71010.75456,67460.21683,3550.537728,0.05,0.522411783,0.050723372
NM,1985Q1,71782.56789,68193.43949,3589.128394,0.05,0.528089858,0.05414133
NM,1985Q2,72639.0395,69007.08752,3631.951975,0.05,0.534390747,0.057674024
NM,1985Q3,73588.94392,69909.49673,3679.447196,0.05,0.541379002,0.064330564
NM,1985Q4,74605.82455,70875.53332,3730.291227,0.05,0.548859987,0.077614425
NM,1986Q1,75662.77349,71787.09599,3875.677506,0.051223043,0.556635747,0.102315482
NM,1986Q2,76676.59401,71455.72267,5220.871341,0.068089505,0.56409422,0.138067223
NM,1986Q3,77551.97931,71181.882,6370.097308,0.082139713,0.570534253,0.168793293
NM,1986Q4,78265.32272,71225.06896,7040.253761,0.08995368,0.575782176,0.186904761
NM,1987Q1,78777.0355,71757.85627,7019.179232,0.089101845,0.579546744,0.186507524
NM,1987Q2,79056.42616,72643.34361,6413.08255,0.08112032,0.581602165,0.170656786
NM,1987Q3,79164.15397,73645.76611,5518.387857,0.069708164,0.582394696,0.14703036
NM,1987Q4,79213.07438,74535.4453,4677.629079,0.059051225,0.582754594,0.124741338
NM,1988Q1,79301.74494,75140.02581,4161.719138,0.052479541,0.583406925,0.111050662
NM,1988Q2,79487.55175,75513.17417,3974.377588,0.05,0.584773869,0.106102846
NM,1988Q3,79812.85284,75822.2102,3990.642642,0.05,0.587167043,0.108125945
NM,1988Q4,80269.83683,76137.45664,4132.380197,0.051481109,0.590528982,0.114083268
NM,1989Q1,80892.09504,76452.12315,4439.971888,0.054887587,0.59510681,0.1227068
NM,1989Q2,81651.0577,76827.13639,4823.921311,0.059079716,0.600690345,0.133432021
NM,1989Q3,82481.13633,77227.81508,5253.321248,0.063691184,0.606797066,0.145435054
NM,1989Q4,83273.4902,77617.98173,5655.508469,0.067914872,0.612626253,0.156694532
NM,1990Q1,83985.16851,77961.24166,6023.926859,0.071726079,0.617861927,0.166807275
NM,1990Q2,84714.31,78276.48786,6437.822143,0.075994506,0.623226074,0.178459601
NM,1990Q3,85247.86249,78564.21453,6683.64796,0.078402528,0.627151312,0.185544429
NM,1990Q4,85857.61038,78833.03893,7024.571445,0.081816526,0.631637104,0.195377476
NM,1991Q1,86588.29153,79098.71728,7489.574259,0.086496386,0.637012577,0.208894538
NM,1991Q2,87479.1241,79380.86693,8098.257177,0.092573597,0.643566253,0.226490386
NM,1991Q3,88567.50066,79713.62768,8853.872981,0.099967515,0.651573219,0.248399935
NM,1991Q4,89890.48381,80128.15658,9762.327237,0.108602455,0.661306139,0.274860657
NM,1992Q1,91386.51898,80671.68162,10714.83735,0.117247461,0.672312168,0.303552078
NM,1992Q2,92995.8083,81278.53461,11717.27369,0.125997869,0.684151385,0.333092396
NM,1992Q3,94785.3669,81955.79697,12829.56993,0.135353909,0.697316806,0.365753272
NM,1992Q4,96801.37485,82686.52594,14114.84891,0.145812484,0.712148169,0.403290822
NM,1993Q1,99071.18035,83403.65016,15667.53019,0.158144176,0.72884667,0.446948878
NM,1993Q2,101608.8584,84206.14129,17402.71716,0.171271653,0.747515855,0.497521528
NM,1993Q3,104350.1995,85028.3324,19321.86709,0.185163681,0.767683348,0.553911539
NM,1993Q4,107229.1148,85853.59421,21375.52064,0.199344373,0.788862947,0.614845764
NM,1994Q1,110149.4816,86687.06002,23462.4216,0.213005284,0.810347496,0.678094092
NM,1994Q2,112939.4672,87481.15295,25458.31428,0.225415569,0.830872856,0.738899654
NM,1994Q3,115522.3037,88254.29726,27268.00643,0.236041055,0.849874263,0.795000666
NM,1994Q4,117785.6322,89005.3828,28780.24943,0.244344313,0.866525114,0.843112331
NM,1995Q1,119665.2366,89789.79254,29875.44404,0.249658505,0.880352983,0.881282544
NM,1995Q2,121201.9551,90475.2197,30726.7354,0.25351683,0.891658311,0.910552439
NM,1995Q3,122423.1487,91120.33469,31302.81401,0.255693587,0.900642386,0.931428425
NM,1995Q4,123362.2551,91728.4592,31633.79593,0.256430104,0.907551202,0.944678624
NM,1996Q1,124114.4549,92275.10115,31839.35375,0.256532197,0.913084984,0.952839101
NM,1996Q2,124738.3529,92856.9934,31881.35948,0.255585862,0.917674876,0.956998742
NM,1996Q3,125253.4242,93466.47233,31786.95182,0.2537811,0.921464151,0.956989126
NM,1996Q4,125716.8084,94127.7493,31589.05914,0.251271565,0.924873176,0.953770026
NM,1997Q1,126171.2525,94846.75065,31324.50186,0.248269723,0.928216429,0.948116884
NM,1997Q2,126608.6929,95632.57837,30976.11455,0.244660251,0.93143459,0.940252754
NM,1997Q3,127050.3722,96450.94406,30599.42817,0.240844853,0.934683935,0.931527384
NM,1997Q4,127603.2543,97278.31858,30324.93572,0.237650175,0.938751377,0.925917697
NM,1998Q1,128333.4934,98118.6015,30214.89194,0.235440423,0.944123599,0.926110045
NM,1998Q2,129245.8017,98903.27195,30342.52978,0.234766077,0.950835267,0.93260696
NM,1998Q3,130281.7487,99649.11504,30632.63366,0.235126055,0.958456519,0.943897808
NM,1998Q4,131328.6015,100348.1531,30980.44845,0.235900239,0.966158004,0.956777123
NM,1999Q1,132287.3492,100998.8527,31288.49654,0.236519189,0.973211317,0.968338503
NM,1999Q2,133136.2119,101600.6793,31535.5326,0.236866681,0.979456229,0.977648459
NM,1999Q3,133922.4869,102168.2592,31754.22767,0.237109005,0.985240695,0.985809217
NM,1999Q4,134640.1233,102712.7946,31927.32879,0.237130864,0.990520202,0.992273434
NM,2000Q1,135277.2991,103178.5178,32098.78128,0.237281358,0.995207775,0.996248716
NM,2000Q2,135928.7,103752.7949,32175.90505,0.236711637,1,1
NM,2000Q3,136694.817,104390.9756,32303.84146,0.236320895,1.005636168,1.0059044
NM,2000Q4,137653.7798,105117.7214,32536.05839,0.236361533,1.012691064,1.015656396
NM,2001Q1,138854.4175,106016.1979,32838.21955,0.236493877,1.021523913,1.030409324
NM,2001Q2,140207.2882,106886.9923,33320.29583,0.237650241,1.031476709,1.048468685
NM,2001Q3,141707.0155,107753.7258,33953.28974,0.239602038,1.042509901,1.071089234
NM,2001Q4,143393.9151,108571.0495,34822.86563,0.242847583,1.05492008,1.100993854
NM,2002Q1,145344.4661,109257.3066,36087.15953,0.248287124,1.06926989,1.142026217
NM,2002Q2,147548.5146,109863.7543,37684.7603,0.255405894,1.08548463,1.195093765
NM,2002Q3,149925.5637,110316.3565,39609.20713,0.264192484,1.1029721,1.25893918
NM,2002Q4,152440.4487,110578.4247,41862.02393,0.274612311,1.121473601,1.333710291
NM,2003Q1,155072.1274,110701.4719,44370.6555,0.286129147,1.14083433,1.418057784
NM,2003Q2,157881.1185,110889.9554,46991.16316,0.297636371,1.161499511,1.505427736
NM,2003Q3,160932.7675,111501.0498,49431.71766,0.307157569,1.183949876,1.587242969
NM,2003Q4,164267.156,112865.4154,51401.74061,0.312915508,1.208480299,1.654073547
NM,2004Q1,167936.8324,115172.4854,52764.34709,0.31419163,1.235477368,1.700657149
NM,2004Q2,172041.9257,118209.3715,53832.55427,0.312903695,1.26567771,1.738698222
NM,2004Q3,176698.5232,121568.8496,55129.67361,0.311998497,1.299935357,1.78439337
NM,2004Q4,182024.4384,124865.7803,57158.65814,0.314016396,1.33911704,1.85412669
NM,2005Q1,188089.4876,127798.539,60290.9486,0.320543957,1.383736382,1.960288744
NM,2005Q2,194800.7636,130368.6162,64432.14732,0.330759213,1.433109885,2.099745998
NM,2005Q3,201962.9514,132670.2842,69292.66716,0.343095933,1.485800654,2.263397448
NM,2005Q4,209262.2739,134792.998,74469.27588,0.355865749,1.539500296,2.438206592
NM,2006Q1,216354.4549,136777.4834,79576.97155,0.367808334,1.59167604,2.610694421
NM,2006Q2,222932.0763,138679.1997,84252.87651,0.377930704,1.640066272,2.771079968
NM,2006Q3,228669.0726,140438.7694,88230.30317,0.385842747,1.682272195,2.909675212
NM,2006Q4,233310.6161,142023.3543,91287.26178,0.391269216,1.716419094,3.019016434
NM,2007Q1,236688.3156,143566.2824,93122.03319,0.39343739,1.741268147,3.092873034
NM,2007Q2,238738.1053,144980.4436,93757.66168,0.392721814,1.756348036,3.122137947
NM,2007Q3,239505.3805,146634.8439,92870.53662,0.387759709,1.761992725,3.099572792
NM,2007Q4,239192.4852,148781.5734,90410.91183,0.377983914,1.759690817,3.023207236
NM,2008Q1,238027.8955,151488.195,86539.70051,0.363569574,1.751123166,2.896219597
NM,2008Q2,236119.8449,154516.7793,81603.06555,0.3456002,1.737086023,2.735030972
NM,2008Q3,233717.0889,157299.4786,76417.61024,0.326966293,1.719409432,2.564835465
NM,2008Q4,231074.4965,159327.4873,71747.00925,0.310492981,1.699968414,2.411305904
NM,2009Q1,228479.1119,160256.0058,68223.10613,0.298596688,1.680874693,2.296370836
NM,2009Q2,226212.0884,160273.3608,65938.72755,0.291490733,1.664196659,2.221969623
NM,2009Q3,224098.3577,159771.7857,64326.57196,0.287046155,1.648646369,2.169724916
NM,2009Q4,222032.8831,159126.9223,62905.96079,0.283318218,1.633451089,2.123496369
NM,2010Q1,219741.5793,158572.8251,61168.75418,0.278366772,1.61659443,2.062761429
NM,2010Q2,217163.769,158519.3218,58644.44723,0.270047105,1.59763,1.979851068
NM,2010Q3,214525.9983,158990.2682,55535.73013,0.258876456,1.578224454,1.877893185
NM,2010Q4,212025.2781,160110.1884,51915.08963,0.244853303,1.55982716,1.75907773
NM,2011Q1,209845.6606,161994.8382,47850.82238,0.228028649,1.543792154,1.62798433
NM,2011Q2,208199.9289,164171.6033,44028.32564,0.211471377,1.531684839,1.501398516
NM,2011Q3,207286.2284,166341.7547,40944.47371,0.197526261,1.524962929,1.399216268
NM,2011Q4,207065.4442,168131.3747,38934.06956,0.188027846,1.523338664,1.333136339
NM,2012Q1,207497.1316,169260.0714,38237.06015,0.184277536,1.526514501,1.311154965
NM,2012Q2,208450.8103,169931.4537,38519.3566,0.184788711,1.533530523,1.323266419
NM,2012Q3,209674.3347,170406.924,39267.41076,0.187278099,1.542531744,1.351464128
NM,2012Q4,211125.3309,170962.2814,40163.04948,0.19023321,1.55320643,1.384861975
NM,2013Q1,212791.7887,171812.4752,40979.31349,0.192579393,1.565466224,1.415641922
NM,2013Q2,214519.1658,172929.5393,41589.62655,0.19387371,1.578174189,1.439403611
NM,2013Q3,216214.882,174224.7345,41990.14759,0.194205631,1.59064923,1.455971389
NM,2013Q4,217865.2452,175609.4175,42255.82769,0.193953963,1.602790619,1.467908264
NM,2014Q1,219466.5203,178880.358,40586.16235,0.184930997,1.614570877,1.412459658
NM,2014Q2,221105.8457,179018.3131,42087.53262,0.190350158,1.626631063,1.467447076
NM,2014Q3,222846.1671,182769.7122,40076.45487,0.179839103,1.639434256,1.399833017
NM,2014Q4,224742.1202,186424.9674,38317.15278,0.170493865,1.6533824,1.340750437
NM,2015Q1,226628.4806,186551.4933,40076.9873,0.17684003,1.667259972,1.404906677
NM,2015Q2,228568.7271,184706.021,43862.70617,0.191901608,1.681533974,1.540538959
NM,2015Q3,230355.5909,185646.9853,44708.60557,0.194085177,1.69467957,1.573180623
NM,2015Q4,231864.591,187337.6532,44526.93773,0.192038541,1.705780979,1.569686583
NM,2016Q1,233271.9015,189136.9936,44134.90791,0.189199418,1.716134279,1.558730803
NY,1975Q1,36874.45676,33387.20046,3487.256305,0.094571056,0.189750965,0.00372527
NY,1975Q2,36737.3156,33563.84933,3173.466273,0.086382639,0.189045255,0.003394234
NY,1975Q3,36624.41195,33682.76599,2941.645963,0.080319268,0.188464268,0.003150135
NY,1975Q4,36497.2016,33837.24613,2659.95547,0.07288108,0.187809661,0.002851775
NY,1976Q1,36383.6673,34102.6603,2281.006995,0.062693158,0.187225428,0.002449251
NY,1976Q2,36452.51997,34474.08711,1978.432862,0.054274241,0.187579735,0.002125453
NY,1976Q3,36770.8511,34932.30855,1838.542555,0.05,0.189217824,0.001975699
NY,1976Q4,37349.74984,35482.26235,1867.487492,0.05,0.192196759,0.002034832
NY,1977Q1,38180.34071,36271.32367,1909.017036,0.05,0.196470867,0.002319649
NY,1977Q2,39124.74779,37168.5104,1956.237389,0.05,0.201330658,0.002738592
NY,1977Q3,40011.84306,38011.25091,2000.592153,0.05,0.20589553,0.00312351
NY,1977Q4,40822.32919,38781.21273,2041.116459,0.05,0.210066182,0.003445201
NY,1978Q1,41576.84221,39498.0001,2078.842111,0.05,0.213948804,0.003727922
NY,1978Q2,42365.25803,40246.99512,2118.262901,0.05,0.218005885,0.004058931
NY,1978Q3,43240.6201,41078.5891,2162.031005,0.05,0.22251038,0.004459045
NY,1978Q4,44367.67166,42149.28808,2218.383583,0.05,0.228310035,0.005183279
NY,1979Q1,45753.52121,43465.84515,2287.676061,0.05,0.235441429,0.006277568
NY,1979Q2,47176.95091,44818.10336,2358.847545,0.05,0.242766205,0.007369064
NY,1979Q3,48643.62601,46211.44471,2432.181301,0.05,0.250313517,0.008587585
NY,1979Q4,50241.939,47729.84205,2512.09695,0.05,0.258538219,0.010449741
NY,1980Q1,51959.08605,49361.13175,2597.954303,0.05,0.267374426,0.013323216
NY,1980Q2,53714.98,51029.231,2685.749,0.05,0.276410018,0.017221305
NY,1980Q3,55297.66948,52532.78601,2764.883474,0.05,0.284554324,0.020974485
NY,1980Q4,56571.95773,53741.45418,2830.503549,0.050033686,0.291111639,0.022855993
NY,1981Q1,57710.67518,54822.19499,2888.480187,0.050051055,0.296971325,0.023338122
NY,1981Q2,58934.17943,55981.36503,2952.814395,0.050103597,0.303267312,0.023864925
NY,1981Q3,60460.0832,57247.41502,3212.668182,0.053137012,0.311119407,0.02597368
NY,1981Q4,62206.75256,58648.30703,3558.445531,0.057203525,0.320107531,0.028779212
NY,1982Q1,64046.82504,60186.73165,3860.093389,0.060269863,0.329576295,0.031224624
NY,1982Q2,65593.7121,61775.54218,3818.169915,0.058209389,0.337536366,0.030892774
NY,1982Q3,66802.61192,63299.58944,3503.022481,0.052438406,0.343757201,0.028346675
NY,1982Q4,68047.92518,64645.52892,3402.396259,0.05,0.350165415,0.027534596
NY,1983Q1,69562.72863,66084.5922,3478.136431,0.05,0.357960388,0.03100759
NY,1983Q2,71550.33277,67972.81613,3577.516638,0.05,0.36818833,0.041006328
NY,1983Q3,74061.14225,69549.31885,4511.823407,0.060920251,0.381108616,0.061516617
NY,1983Q4,77006.12243,70197.12219,6809.000235,0.088421544,0.396263086,0.092924024
NY,1984Q1,80223.74922,70836.3564,9387.392816,0.117015135,0.412820558,0.128399725
NY,1984Q2,83679.1509,71486.64742,12192.50348,0.145705392,0.430601587,0.16702876
NY,1984Q3,87360.0497,72189.2352,15170.8145,0.173658492,0.449542994,0.208168418
NY,1984Q4,91276.49791,72976.74066,18299.75725,0.200487066,0.469696507,0.251519702
NY,1985Q1,95423.3329,73861.99129,21561.34161,0.225954606,0.491035558,0.296828393
NY,1985Q2,99801.36225,74803.09839,24998.26386,0.250480187,0.513564305,0.344723779
NY,1985Q3,104406.8329,75730.88419,28675.94876,0.274655863,0.537263434,0.396108712
NY,1985Q4,109274.3314,76579.32963,32695.00179,0.299201115,0.562310922,0.452391116
NY,1986Q1,114448.3624,77317.36746,37130.99492,0.32443448,0.588935786,0.514854712
NY,1986Q2,119923.7698,77926.73636,41997.0334,0.350197742,0.617111491,0.583212144
NY,1986Q3,125616.2396,78463.84238,47152.3972,0.375368641,0.646404171,0.655683904
NY,1986Q4,131389.2943,78967.9883,52421.30598,0.398976996,0.676111529,0.72979943
NY,1987Q1,137071.2382,79427.4899,57643.74825,0.420538612,0.705350043,0.802440437
NY,1987Q2,142479.6507,80070.87571,62408.77501,0.438018866,0.733181002,0.869840178
NY,1987Q3,147413.3865,80934.90363,66478.48291,0.450966391,0.758569339,0.92792838
NY,1987Q4,151641.3574,82115.17179,69526.18558,0.458490921,0.780325905,0.972138358
NY,1988Q1,155114.963,83711.31629,71403.64673,0.460327265,0.79820061,1.001157876
NY,1988Q2,157815.871,85419.55132,72396.31973,0.458739158,0.812099117,1.017003845
NY,1988Q3,159819.7368,87073.90439,72745.83238,0.455174272,0.822410739,1.023783713
NY,1988Q4,161265.5639,88452.15117,72813.41274,0.451512468,0.829850769,1.026539262
NY,1989Q1,162318.723,89479.02318,72839.6998,0.448744904,0.835270184,1.029736594
NY,1989Q2,163128.8085,90121.1206,73007.68789,0.447546258,0.839438774,1.033348497
NY,1989Q3,163761.5803,90668.61172,73092.9686,0.446337709,0.842694932,1.035281349
NY,1989Q4,164136.7186,91339.0345,72797.68409,0.443518578,0.844625343,1.031309305
NY,1990Q1,164189.2656,92138.82726,72050.43836,0.438825511,0.844895743,1.01835762
NY,1990Q2,163935.9,93320.44395,70615.45605,0.430750409,0.843591958,0.998097829
NY,1990Q3,162928.8439,94572.6944,68356.14955,0.419546029,0.838409783,0.96648993
NY,1990Q4,161922.7264,95730.86289,66191.86351,0.40878674,0.833232439,0.936499972
NY,1991Q1,161093.5657,96692.88855,64400.67717,0.399771877,0.82896569,0.912266075
NY,1991Q2,160546.2821,97479.50785,63066.77429,0.392826127,0.826149443,0.894429365
NY,1991Q3,160376.8864,98215.57136,62161.31506,0.387595223,0.825277755,0.882823543
NY,1991Q4,160536.4938,99009.08431,61527.4095,0.383261201,0.826099073,0.875234805
NY,1992Q1,160858.8746,100097.0544,60761.82012,0.377733714,0.827758001,0.86816586
NY,1992Q2,161162.7611,101080.2408,60082.52029,0.372806471,0.82932176,0.859336485
NY,1992Q3,161424.415,102060.2403,59364.17468,0.367752144,0.830668195,0.849236433
NY,1992Q4,161566.1968,102983.9155,58582.28135,0.362589963,0.831397786,0.837542433
NY,1993Q1,161479.3672,103634.1355,57845.23173,0.358220575,0.830950972,0.823381295
NY,1993Q2,161251.3858,104396.0133,56855.3725,0.352588427,0.829777811,0.808474679
NY,1993Q3,160865.271,105082.4081,55782.86292,0.346767594,0.827790916,0.792730378
NY,1993Q4,160373.9906,105675.6213,54698.36934,0.341067583,0.825262854,0.777134058
NY,1994Q1,159817.7539,106176.3066,53641.4473,0.335641354,0.822400535,0.762121785
NY,1994Q2,159249.7746,106722.5042,52527.2704,0.329842039,0.819477791,0.746727049
NY,1994Q3,158710.8289,107449.4687,51261.36023,0.322985902,0.816704449,0.729474502
NY,1994Q4,158261.1307,108501.0002,49760.13054,0.314417888,0.814390363,0.709143626
NY,1995Q1,157962.8492,110049.2649,47913.58429,0.303321854,0.812855447,0.685431164
NY,1995Q2,157802.5715,111685.4715,46117.09996,0.292245554,0.812030679,0.660768427
NY,1995Q3,157742.8082,113253.3795,44489.42873,0.282037763,0.811723145,0.638240046
NY,1995Q4,157756.4208,114503.2539,43253.16686,0.274176903,0.811793194,0.621073894
NY,1996Q1,157849.3408,115210.6609,42638.67984,0.270122635,0.812271347,0.611859396
NY,1996Q2,157938.4773,115648.9683,42289.50903,0.267759382,0.812730032,0.607310453
NY,1996Q3,158090.9789,115989.5708,42101.4081,0.266311262,0.813514785,0.605171053
NY,1996Q4,158370.5092,116457.1803,41913.32888,0.264653622,0.814953209,0.603129053
NY,1997Q1,158848.3213,117206.2123,41642.10904,0.262150136,0.817411966,0.599890613
NY,1997Q2,159563.3032,118145.7784,41417.5248,0.259567983,0.821091166,0.597548896
NY,1997Q3,160540.4373,119102.7169,41437.72038,0.258113913,0.826119366,0.598874348
NY,1997Q4,161866.8123,119909.1746,41957.63767,0.259210873,0.832944712,0.607579369
NY,1998Q1,163618.4793,120484.985,43133.49437,0.263622389,0.841958554,0.62650361
NY,1998Q2,165819.42,120827.3801,44992.03992,0.271331548,0.853284297,0.654877685
NY,1998Q3,168413.7609,121107.8275,47305.93342,0.280891141,0.866634424,0.689945425
NY,1998Q4,171337.9317,121461.036,49876.8957,0.291102473,0.881681811,0.728838346
NY,1999Q1,174567.5251,122019.5491,52547.97597,0.30101805,0.898300862,0.769626907
NY,1999Q2,178094.3117,122711.8941,55382.41757,0.310972411,0.916449228,0.812382758
NY,1999Q3,181869.3918,123526.8881,58342.50367,0.320793417,0.935875279,0.856865348
NY,1999Q4,185845.3375,124426.8384,61418.49906,0.330481786,0.956334958,0.902899092
NY,2000Q1,190001.1284,125225.8194,64775.30893,0.340920654,0.977720096,0.950675905
NY,2000Q2,194330.8,126282.7833,68048.0167,0.350165886,1,1
NY,2000Q3,198875.8088,127447.6252,71428.1836,0.359159739,1.023388,1.051720855
NY,2000Q4,203639.6186,128720.5646,74919.05398,0.367900188,1.047901921,1.105983341
NY,2001Q1,208626.6717,130354.496,78272.17569,0.375178183,1.073564621,1.162977993
NY,2001Q2,213897.1667,131704.7548,82192.41193,0.38426134,1.100685876,1.224414135
NY,2001Q3,219492.7981,132982.7331,86510.06499,0.394136235,1.129480237,1.291264393
NY,2001Q4,225435.4494,134144.5265,91290.92285,0.404953716,1.160060316,1.364414318
NY,2002Q1,231724.7223,134949.8161,96774.90625,0.417628751,1.192424064,1.444415968
NY,2002Q2,238316.2378,135835.9017,102480.336,0.430018269,1.226343111,1.530828813
NY,2002Q3,245140.9465,136579.1982,108561.7483,0.442854406,1.261462138,1.623258557
NY,2002Q4,252131.7457,137151.8716,114979.8741,0.456030929,1.297435845,1.721175829
NY,2003Q1,259280.0787,137688.8864,121591.1923,0.46895694,1.334220199,1.824000964
NY,2003Q2,266487.0445,138241.3158,128245.7288,0.481245642,1.37130627,1.925965763
NY,2003Q3,273876.2394,139259.444,134616.7954,0.491524185,1.409330067,2.023533611
NY,2003Q4,281416.5322,141095.533,140320.9991,0.498623866,1.448131393,2.110876176
NY,2004Q1,288986.85,143925.3947,145061.4553,0.501965592,1.487087224,2.182942713
NY,2004Q2,296486.8155,147476.4521,149010.3634,0.502586812,1.525681032,2.243504474
NY,2004Q3,303861.4791,151215.6858,152645.7933,0.502353223,1.563630053,2.299234061
NY,2004Q4,311074.0695,154643.9598,156430.1097,0.50287094,1.600745067,2.357082141
NY,2005Q1,317928.2251,157369.8671,160558.358,0.505014482,1.636015625,2.419629585
NY,2005Q2,324278.6103,159572.6003,164706.01,0.507915122,1.668693848,2.482805862
NY,2005Q3,329998.8063,161496.359,168502.4472,0.510615324,1.698129202,2.540679196
NY,2005Q4,334696.4154,163403.6514,171292.764,0.511785475,1.722302463,2.583365131
NY,2006Q1,338232.0226,165376.4687,172855.5538,0.511056146,1.740496219,2.605783716
NY,2006Q2,340610.9606,167655.0754,172955.8852,0.507781326,1.752737912,2.608520829
NY,2006Q3,342027.308,170016.0353,172011.2727,0.502916781,1.760026244,2.596137794
NY,2006Q4,342835.7751,172353.5792,170482.1959,0.497270729,1.764186506,2.575551138
NY,2007Q1,343194.7473,174803.5893,168391.158,0.490657737,1.766033728,2.549978431
NY,2007Q2,343124.7036,177019.697,166105.0066,0.484095155,1.765673293,2.517907984
NY,2007Q3,342455.6739,179364.4449,163091.229,0.476240405,1.762230557,2.474213908
NY,2007Q4,341139.929,182006.9987,159132.9303,0.466474068,1.755459912,2.415602749
NY,2008Q1,339194.8306,184977.9057,154216.9249,0.454655882,1.745450699,2.34125779
NY,2008Q2,336718.3266,188071.1781,148647.1485,0.441458444,1.732706944,2.2573443
NY,2008Q3,333892.0128,190838.2485,143053.7644,0.428443206,1.718163116,2.172803281
NY,2008Q4,330929.1052,192873.2548,138055.8504,0.417176514,1.702916394,2.097063114
NY,2009Q1,328242.8276,193919.6764,134323.1512,0.409218846,1.689093173,2.04063575
NY,2009Q2,326014.9091,194165.455,131849.4541,0.404427682,1.677628606,2.002681353
NY,2009Q3,324356.9983,193997.6357,130359.3626,0.401900879,1.669097221,1.979349598
NY,2009Q4,323107.8885,193782.5191,129325.3694,0.400254448,1.662669471,1.962632146
NY,2010Q1,321986.5097,193626.2011,128360.3086,0.3986512,1.656899008,1.94343127
NY,2010Q2,320793.1471,194166.5817,126626.5654,0.394729646,1.650758125,1.916836599
NY,2010Q3,319386.1478,195269.0576,124117.0902,0.388611376,1.643517897,1.87944163
NY,2010Q4,317744.2159,197011.2291,120732.9869,0.37996911,1.635068738,1.829675608
NY,2011Q1,315899.7794,199582.3614,116317.418,0.368209874,1.625577517,1.767951629
NY,2011Q2,314210.4915,202211.107,111999.3846,0.356446992,1.616884671,1.704254874
NY,2011Q3,312834.2389,204694.3549,108139.8841,0.345677904,1.609802661,1.647127804
